1,7,7,1.0,887
2,7,7,1.0,887
3,11,11,1.0,1649
4,7,7,1.0,602
5,7,7,1.0,3417
6,8,8,1.0,3417
7,9,9,1.0,1649
8,9,9,1.0,1238
9,8,8,1.0,326
10,9,9,1.0,8505
11,8,8,1.0,739
12,5,5,1.0,762
13,5,5,1.0,1789
14,8,8,1.0,748
15,6,6,1.0,3595
16,10,10,1.0,4337
17,5,5,1.0,492
18,4,4,1.0,131
19,5,5,1.0,1238
20,5,5,1.0,371
21,3,3,1.0,307
22,4,4,1.0,2161
23,6,6,1.0,771
24,5,5,1.0,1789
25,5,5,1.0,470
26,1,1,1.0,120
27,5,5,1.0,907
28,4,4,1.0,2054
29,3,3,1.0,492
30,3,3,1.0,341
31,7,7,1.0,2161
32,3,3,1.0,2054
33,3,3,1.0,800
34,7,7,1.0,2095
35,2,2,1.0,223
36,2,2,1.0,219
37,2,2,1.0,800
38,2,2,1.0,219
39,9,9,1.0,1217
40,5,5,1.0,8505
平均,5.6,5.6,1.0,1612.1
总时间,224.0,224.0,1.0,8505
