1,5,5,1.0,148
2,7,7,1.0,137
3,8,8,1.0,240
4,6,6,1.0,225
5,4,4,1.0,240
6,3,3,1.0,126
7,5,5,1.0,159
8,3,3,1.0,159
9,6,6,1.0,225
10,5,5,1.0,203
平均,5.2,5.2,1.0,186.2
总时间,52.0,52.0,1.0,240
