1,7,7,1.0,2895
2,7,7,1.0,4152
3,11,11,1.0,2698
4,7,7,1.0,2062
5,7,7,1.0,3257
6,8,8,1.0,3233
7,9,9,1.0,1376
8,9,9,1.0,2479
9,8,8,1.0,7037
10,9,9,1.0,8971
11,8,8,1.0,1955
12,5,5,1.0,2678
13,5,5,1.0,1690
14,8,8,1.0,4051
15,6,6,1.0,780
16,10,10,1.0,1647
17,5,5,1.0,1988
18,4,4,1.0,966
19,5,5,1.0,4717
20,5,5,1.0,2141
21,3,3,1.0,1019
22,4,4,1.0,1394
23,6,6,1.0,645
24,5,5,1.0,2336
25,5,5,1.0,2966
26,1,1,1.0,634
27,5,5,1.0,1813
28,4,4,1.0,5666
29,3,3,1.0,3118
30,3,3,1.0,2434
31,7,7,1.0,2508
32,3,3,1.0,1442
33,3,3,1.0,1532
34,7,7,1.0,1870
35,2,2,1.0,1408
36,2,2,1.0,2331
37,2,2,1.0,531
38,2,2,1.0,339
39,9,9,1.0,1712
40,5,5,1.0,854
平均,5.6,5.6,1.0,2433.125
总时间,224.0,224.0,1.0,8971
