1,14,14,1.0,5427
2,8,8,1.0,2540
3,14,14,1.0,6304
4,15,15,1.0,6908
5,11,11,1.0,11925
6,16,16,1.0,4459
7,13,13,1.0,7052
8,8,8,1.0,3065
9,8,8,1.0,5682
10,5,5,1.0,7109
11,7,7,1.0,4404
12,12,12,1.0,8319
13,13,13,1.0,9097
14,15,15,1.0,9506
15,16,16,1.0,11722
16,15,15,1.0,7534
17,7,7,1.0,5028
18,5,5,1.0,4243
19,11,11,1.0,6080
20,10,10,1.0,10573
21,7,7,1.0,5807
22,7,7,1.0,6447
23,5,5,1.0,1901
24,3,3,1.0,1066
25,11,11,1.0,10182
26,7,7,1.0,5437
27,2,2,1.0,1774
28,4,4,1.0,4958
29,11,11,1.0,8279
30,9,9,1.0,4595
31,12,12,1.0,4752
32,15,15,1.0,7481
33,3,3,1.0,1251
34,3,3,1.0,5247
35,2,2,1.0,3278
36,7,7,1.0,2778
37,5,5,1.0,2856
38,3,3,1.0,4974
39,4,4,1.0,1676
40,3,3,1.0,2208
41,11,11,1.0,5550
42,3,3,1.0,3446
43,3,3,1.0,1558
44,7,7,1.0,5809
45,11,11,1.0,4266
46,6,6,1.0,2954
47,4,4,1.0,3345
48,5,5,1.0,4140
49,2,2,1.0,2730
50,2,2,1.0,5495
平均,8.0,8.0,1.0,5264.34
总时间,400.0,400.0,1.0,11925
