1,5,5,1.0,769
2,7,7,1.0,677
3,8,8,1.0,721
4,6,6,1.0,219
5,4,4,1.0,769
6,3,3,1.0,662
7,5,5,1.0,408
8,3,3,1.0,348
9,6,6,1.0,408
10,5,5,1.0,721
平均,5.2,5.2,1.0,570.2
总时间,52.0,52.0,1.0,769
