1,5,5,1.0,3040
2,7,7,1.0,2901
3,8,8,1.0,4431
4,6,6,1.0,4468
5,4,4,1.0,2983
6,3,3,1.0,3298
7,5,5,1.0,2472
8,3,3,1.0,4039
9,6,6,1.0,10151
10,5,5,1.0,3194
平均,5.2,5.2,1.0,4097.7
总时间,52.0,52.0,1.0,10151
