1,7,7,1.0,83
2,7,7,1.0,110
3,11,11,1.0,412
4,7,7,1.0,55
5,7,7,1.0,200
6,8,8,1.0,200
7,9,9,1.0,412
8,9,9,1.0,618
9,8,8,1.0,474
10,9,9,1.0,203
11,8,8,1.0,182
12,5,5,1.0,679
13,5,5,1.0,679
14,8,8,1.0,315
15,6,6,1.0,460
16,10,10,1.0,404
17,5,5,1.0,238
18,4,4,1.0,3358
19,5,5,1.0,149
20,5,5,1.0,342
21,3,3,1.0,1848
22,4,4,1.0,1848
23,6,6,1.0,379
24,5,5,1.0,460
25,5,5,1.0,34
26,1,1,1.0,149
27,5,5,1.0,474
28,4,4,1.0,412
29,3,3,1.0,394
30,3,3,1.0,711
31,7,7,1.0,509
32,3,3,1.0,456
33,3,3,1.0,1090
34,7,7,1.0,3358
35,2,2,1.0,1489
36,2,2,1.0,1004
37,2,2,1.0,1489
38,2,2,1.0,1004
39,9,9,1.0,404
40,5,5,1.0,365
平均,5.6,5.6,1.0,686.25
总时间,224.0,224.0,1.0,3358
