1,11,11,1.0,5808
2,10,10,1.0,5808
3,12,12,1.0,1137
4,12,12,1.0,5607
5,7,7,1.0,3993
6,7,7,1.0,1964
7,8,8,1.0,1870
8,8,8,1.0,1639
9,10,10,1.0,2122
10,11,11,1.0,766
11,3,3,1.0,591
12,12,12,1.0,5607
13,13,13,1.0,958
14,10,10,1.0,3993
15,12,12,1.0,851
16,5,5,1.0,493
17,13,13,1.0,4107
18,5,5,1.0,4107
19,12,12,1.0,2315
20,10,10,1.0,829
21,9,9,1.0,448
22,4,4,1.0,2122
23,5,5,1.0,691
24,6,6,1.0,452
25,4,4,1.0,1758
26,1,1,1.0,1773
27,4,4,1.0,1758
28,4,4,1.0,691
29,3,3,1.0,1231
30,7,7,1.0,584
平均,7.933333333333334,7.933333333333334,1.0,2202.4333333333334
总时间,238.0,238.0,1.0,5808
