1,14,14,1.0,136
2,8,8,1.0,140
3,14,14,1.0,453
4,15,15,1.0,216
5,11,11,1.0,501
6,16,16,1.0,312
7,13,13,1.0,453
8,8,8,1.0,362
9,8,8,1.0,501
10,5,5,1.0,258
11,7,7,1.0,620
12,12,12,1.0,810
13,13,13,1.0,384
14,15,15,1.0,440
15,16,16,1.0,941
16,15,15,1.0,941
17,7,7,1.0,634
18,5,5,1.0,634
19,11,11,1.0,2008
20,10,10,1.0,266
21,7,7,1.0,620
22,7,7,1.0,210
23,5,5,1.0,2080
24,3,3,1.0,2080
25,11,11,1.0,6151
26,7,7,1.0,618
27,2,2,1.0,211
28,4,4,1.0,618
29,11,11,1.0,288
30,9,9,1.0,3887
31,12,12,1.0,3887
32,15,15,1.0,1510
33,3,3,1.0,333
34,3,3,1.0,655
35,2,2,1.0,211
36,7,7,1.0,2008
37,5,5,1.0,1207
38,3,3,1.0,1207
39,4,4,1.0,460
40,3,3,1.0,464
41,11,11,1.0,288
42,3,3,1.0,1878
43,3,3,1.0,1144
44,7,7,1.0,6151
45,11,11,1.0,805
46,6,6,1.0,3093
47,4,4,1.0,1144
48,5,5,1.0,2403
49,2,2,1.0,464
50,2,2,1.0,460
平均,8.0,8.0,1.0,1150.9
总时间,400.0,400.0,1.0,6151
